Entity,Code,Year,Coal (% of total),Nuclear (Rate),Natural gas (Rate),Oil (Rate),Hydroelectric (Rate),Other renewables (excluding hydro) (Rate)
Cuba,CUB,2007,0,0,14.1454834316841,40.9328188833409,0.68656377666818,2.3604176123468
Cuba,CUB,2008,0,0,14.3503591832117,44.131455399061,0.780587137281521,3.19022569149839
Cuba,CUB,2009,0,0,13.4261869854517,38.6038118867712,0.851471749182362,3.07319273711515
Cuba,CUB,2010,0,0,13.0424785882623,39.5298039891935,0.557567396677588,2.68437086854055
Cuba,CUB,2011,0,0,11.5653153153153,44.4707207207207,0.557432432432432,2.66891891891892
Cuba,CUB,2012,0,0,11.3522899934882,45.0835684827437,0.602344258736705,3.10939874104623
Cuba,CUB,2013,0,0,10.3814002089864,48.3437826541275,0.663531870428422,3.68861024033438
Cuba,CUB,2014,0,0,14.4273468966229,45.9361768047093,0.537023649695342,3.48032634514097
Cuba,CUB,2015,0,,14.5406151419558,45.9680599369085,0.236593059936909,3.71155362776025
Curacao,CUW,1971,0,0,0,100,0,0
Curacao,CUW,1972,0,0,0,100,0,0
Curacao,CUW,1973,0,0,0,100,0,0
Curacao,CUW,1974,0,0,0,100,0,0
Curacao,CUW,1975,0,0,0,100,0,0
Curacao,CUW,1976,0,0,0,100,0,0
Curacao,CUW,1977,0,0,0,100,0,0
Curacao,CUW,1978,0,0,0,100,0,0
Curacao,CUW,1979,0,0,0,100,0,0
Curacao,CUW,1980,0,0,0,100,0,0
Curacao,CUW,1981,0,0,0,100,0,0
Curacao,CUW,1982,0,0,0,100,0,0
Curacao,CUW,1983,0,0,0,100,0,0
Curacao,CUW,1984,0,0,0,100,0,0
Curacao,CUW,1985,0,0,0,100,0,0
Curacao,CUW,1986,0,0,0,100,0,0
Curacao,CUW,1987,0,0,0,100,0,0
Curacao,CUW,1988,0,0,0,100,0,0
Curacao,CUW,1989,0,0,0,100,0,0
Curacao,CUW,1990,,0,,,,
Curacao,CUW,1991,,0,,,,
Curacao,CUW,1992,,0,,,,
Curacao,CUW,1993,,0,,,,
Curacao,CUW,1994,,0,,,,
Curacao,CUW,1995,,0,,,,
Curacao,CUW,1996,,0,,,,
Curacao,CUW,1997,,0,,,,
Curacao,CUW,1998,,0,,,,
Curacao,CUW,1999,,0,,,,
Curacao,CUW,2000,,0,,,,
Curacao,CUW,2001,,0,,,,
Curacao,CUW,2002,,0,,,,
Curacao,CUW,2003,,0,,,,
Curacao,CUW,2004,,0,,,,
Curacao,CUW,2005,,0,,,,
Curacao,CUW,2006,,0,,,,
Curacao,CUW,2007,,0,,,,
Curacao,CUW,2008,,0,,,,
Curacao,CUW,2009,,0,,,,
Curacao,CUW,2010,,0,,,,
Curacao,CUW,2011,,0,,,,
Curacao,CUW,2012,,0,,,,
Curacao,CUW,2013,,0,,,,
Curacao,CUW,2014,,0,,,,
Cyprus,CYP,1971,0,0,0,100,0,0
Cyprus,CYP,1972,0,0,0,100,0,0
Cyprus,CYP,1973,0,0,0,100,0,0
Cyprus,CYP,1974,0,0,0,100,0,0
Cyprus,CYP,1975,0,0,0,100,0,0
Cyprus,CYP,1976,0,0,0,100,0,0
Cyprus,CYP,1977,0,0,0,100,0,0
Cyprus,CYP,1978,0,0,0,100,0,0
Cyprus,CYP,1979,0,0,0,100,0,0
Cyprus,CYP,1980,0,0,0,100,0,0
Cyprus,CYP,1981,0,0,0,100,0,0
Cyprus,CYP,1982,0,0,0,100,0,0
Cyprus,CYP,1983,0,0,0,100,0,0
Cyprus,CYP,1984,0,0,0,100,0,0
Cyprus,CYP,1985,0,0,0,100,0,0
Cyprus,CYP,1986,0,0,0,100,0,0
Cyprus,CYP,1987,0,0,0,100,0,0
Cyprus,CYP,1988,0,0,0,100,0,0
Cyprus,CYP,1989,0,0,0,100,0,0
Cyprus,CYP,1990,0,0,0,100,0,0
Cyprus,CYP,1991,0,0,0,100,0,0
Cyprus,CYP,1992,0,0,0,100,0,0
Cyprus,CYP,1993,0,0,0,100,0,0
Cyprus,CYP,1994,0,0,0,100,0,0
Cyprus,CYP,1995,0,0,0,100,0,0
Cyprus,CYP,1996,0,0,0,100,0,0
Cyprus,CYP,1997,0,0,0,100,0,0
Cyprus,CYP,1998,0,0,0,100,0,0
Cyprus,CYP,1999,0,0,0,100,0,0
Cyprus,CYP,2000,0,0,0,100,0,0
Cyprus,CYP,2001,0,0,0,100,0,0
Cyprus,CYP,2002,0,0,0,100,0,0
Cyprus,CYP,2003,0,0,0,100,0,0
Cyprus,CYP,2004,0,0,0,100,0,0
Cyprus,CYP,2005,0,0,0,99.977153301348,0,0.0228466986520448
Cyprus,CYP,2006,0,0,0,99.9785038693035,0,0.0214961306964746
Cyprus,CYP,2007,0,0,0,99.9384110039006,0,0.0615889960993636
Cyprus,CYP,2008,0,0,0,99.7046662728884,0,0.295333727111636
Cyprus,CYP,2009,0,0,0,99.405560882071,0,0.594439117929051
Cyprus,CYP,2010,0,0,0,98.6283352123262,0,1.37166478767381
Cyprus,CYP,2011,0,0,0,96.3887198214648,0,3.6112801785352
Cyprus,CYP,2012,0,0,0,94.5516217935128,0,5.44837820648717
Cyprus,CYP,2013,0,0,0,92.3776223776224,0,7.62237762237762
Cyprus,CYP,2014,0,0,0,92.7126436781609,0,7.28735632183908
Cyprus,CYP,2015,0,,0,91.2199426428414,0,8.78005735715861
Czech Republic,CZE,1971,84.8427361706807,0,1.00351919058617,10.8325085230397,3.32123611569339,0
Czech Republic,CZE,1972,85.1107910760757,0,1.48310972990727,10.2124864195659,3.1936127744511,0
Czech Republic,CZE,1973,85.1435371836596,0,0.932627386214601,11.2983921892456,2.62544324088017,0
Czech Republic,CZE,1974,81.6689847009736,0,0.931849791376912,13.1826611033843,4.21650440426518,0
Czech Republic,CZE,1975,81.2734163980134,0,0.629519909383985,14.1456826696872,3.9513810229154,0
Czech Republic,CZE,1976,81.1959609363661,0,1.21088971365776,14.5949532438989,2.99819610607726,0
Czech Republic,CZE,1977,81.0036332382701,0,1.1720123451967,13.9821072781967,3.84224713833652,0
Czech Republic,CZE,1978,81.8615484952949,0,1.11804714432125,13.610360570204,3.41004379017982,0
Czech Republic,CZE,1979,80.5264492965716,0,1.17075455130832,13.8285625085368,4.47423364358329,0
Czech Republic,CZE,1980,84.7500759647524,0,1.13947128532361,9.55446672743847,4.55598602248557,0
Czech Republic,CZE,1981,83.3361330421636,0,1.11988353211266,11.6971834929167,3.84679993280699,0
Czech Republic,CZE,1982,90.2775998682453,0,1.09795597196552,5.56846670448515,3.05597745530404,0
Czech Republic,CZE,1983,90.501491588851,0.353038781310127,1.05911634393038,5.16495737056716,2.9213959153413,0
Czech Republic,CZE,1984,88.2272852612712,2.13532331449056,1.03405487384531,6.3663311733076,2.23700537708534,0
Czech Republic,CZE,1985,85.4820116653189,4.12415478054404,1.03232910651916,6.48646788596205,2.87503656165586,0
Czech Republic,CZE,1986,78.5681285681286,10.1458601458601,0.99000099000099,7.2006072006072,3.0954030954031,0
Czech Republic,CZE,1987,70.641198790919,17.2052865136022,0.964692263168049,7.22554505112869,3.96327738118207,0
Czech Republic,CZE,1988,70.5894239437933,18.3666490502689,0.932632822457798,6.8486336929151,3.26266049056486,0
Czech Republic,CZE,1989,71.8551841672936,19.0661896792618,0.921220309837097,5.63479756183691,2.52260828177059,0
Czech Republic,CZE,1990,76.4400764400764,20.2100496218143,0.618265324147677,0.867177337765573,1.86443127619598,0
Czech Republic,CZE,1991,76.5614116554446,20.1200703174235,0.631861753291983,0.880626223091976,1.80603005074795,0
Czech Republic,CZE,1992,75.3407724740505,20.7426723335083,0.651912559053118,0.890664950810234,2.37397768257785,0
Czech Republic,CZE,1993,74.5473454495857,21.5279435332629,0.67855559723122,0.637637671770041,2.33402666484809,0.274491083302077
Czech Republic,CZE,1994,73.2226960557639,22.2250766411482,0.66108342324753,0.840911815581702,2.50047097912278,0.549761085135899
Czech Republic,CZE,1995,74.0652084193149,20.1898472967396,0.790755262071812,0.980602558811391,3.30499380932728,0.668592653735039
Czech Republic,CZE,1996,73.5565548469987,20.1338075615374,1.62323927110916,1.14378828948812,3.08509471507137,0.457515315795246
Czech Republic,CZE,1997,74.3557002039958,19.4559073142626,1.79236027843095,0.981048631982185,2.64571686625037,0.769266705078095
Czech Republic,CZE,1998,73.5841173557811,20.3918049022035,2.0023520673434,0.953206239168111,2.16018816538747,0.908331270116365
Czech Republic,CZE,1999,72.147321498153,20.8185913122087,2.69330881092286,0.665534063810222,2.62005330507022,1.05519100983494
Czech Republic,CZE,2000,75.3905446366118,18.6391628149388,2.31926595438274,0.510211079261017,2.4111588100561,0.721427493793803
Czech Republic,CZE,2001,74.005172831856,19.8682544386669,2.12840477409273,0.51997736886063,2.76692620632055,0.704528922057278
Czech Republic,CZE,2002,68.7716297124811,24.6568853214027,2.11198105138496,0.505296401079018,3.27916310283571,0.665833278505165
Czech Republic,CZE,2003,64.1252897990726,31.2403400309119,1.91267387944359,0.44435857805255,1.6699671561051,0.598918083462133
Czech Republic,CZE,2004,63.0445160520349,31.4178302900107,1.84150853323786,0.415324024346581,2.40959541711421,0.861678004535147
Czech Republic,CZE,2005,63.793924155692,30.1814941841305,1.79419267432352,0.397895790360181,2.90488337747617,0.917845504143731
Czech Republic,CZE,2006,62.4656322471131,31.1353910153728,1.87319195734812,0.308413225906711,3.0482702560547,1.1595380974012
Czech Republic,CZE,2007,64.5902648010574,29.8208832778816,1.56100451210063,0.131033225468301,2.38024702611549,1.50517296385762
Czech Republic,CZE,2008,62.2510354763191,31.9253060144771,1.22216219460952,0.157272345278828,2.4299177621706,2.04934269764091
Czech Republic,CZE,2009,59.5710015680125,33.3035484779123,1.19438455507644,0.19110152881223,2.97554880439044,2.72564680517444
Czech Republic,CZE,2010,58.3024662415604,32.8156682567775,1.5964928732183,0.23326144036009,3.26917666916729,3.64895911477869
Czech Republic,CZE,2011,57.0699271688024,32.5615933686392,1.60989213607449,0.200516271780216,2.26214621554347,6.09039365723241
Czech Republic,CZE,2012,53.7185506477326,34.9185877801064,1.70613817527426,0.130354032323186,2.4559622550094,6.84762421124275
Czech Republic,CZE,2013,50.8220165565994,35.6836118848654,2.3544321458469,0.091851920751558,3.1787740675286,7.64463770812018
Czech Republic,CZE,2014,51.1551659302435,35.6882267099751,2.12230892168845,0.123390053586538,2.24334868854,8.53506627808593
Czech Republic,CZE,2015,53.0611503824925,32.4908305189382,2.74038927084342,0.113779413188729,2.17270262418902,9.23186791904716
Democratic Republic of Congo,COD,1971,0,0,0,3.04654442877292,96.9534555712271,0
Democratic Republic of Congo,COD,1972,0,0,0,3.29206527855937,96.7079347214406,0
Democratic Republic of Congo,COD,1973,0,0,0,2.07900207900208,97.9209979209979,0
Democratic Republic of Congo,COD,1974,0,0,0,2.33093525179856,97.6690647482014,0
Democratic Republic of Congo,COD,1975,0,0,0,2.47368421052632,97.5263157894737,0
Democratic Republic of Congo,COD,1976,0,0,0,1.95694716242661,98.0430528375734,0
Democratic Republic of Congo,COD,1977,0,0,0,1.81159420289855,98.1884057971015,0
Democratic Republic of Congo,COD,1978,0,0,0,1.96078431372549,98.0392156862745,0
Democratic Republic of Congo,COD,1979,0,0,0,3.96806194047907,96.0319380595209,0
Democratic Republic of Congo,COD,1980,0,0,0,4.54443194600675,95.4555680539933,0
Democratic Republic of Congo,COD,1981,0,0,0,4.09477800782149,95.9052219921785,0
Democratic Republic of Congo,COD,1982,0,0,0,3.57811038353602,96.421889616464,0
Democratic Republic of Congo,COD,1983,0,0,0,3.00996102208748,96.9900389779125,0
Democratic Republic of Congo,COD,1984,0,0,0,2.89555325749741,97.1044467425026,0
Democratic Republic of Congo,COD,1985,0,0,0,2.7847611680526,97.2152388319474,0
Democratic Republic of Congo,COD,1986,0,0,0,2.71920088790233,97.2807991120977,0
Democratic Republic of Congo,COD,1987,0,0,0,2.76386570209609,97.2361342979039,0
Democratic Republic of Congo,COD,1988,0,0,0,2.67062314540059,97.3293768545994,0
Democratic Republic of Congo,COD,1989,0,0,0,0.317139974052184,99.6828600259478,0
Democratic Republic of Congo,COD,1990,0,0,0,0.442477876106195,99.5575221238938,0
Democratic Republic of Congo,COD,1991,0,0,0,0.416587767468283,99.5834122325317,0
Democratic Republic of Congo,COD,1992,0,0,0,0.312860200889182,99.6871397991108,0
Democratic Republic of Congo,COD,1993,0,0,0,0.306582506762849,99.6934174932371,0
Democratic Republic of Congo,COD,1994,0,0,0,0.338855421686747,99.6611445783133,0
Democratic Republic of Congo,COD,1995,0,0,0,0.291403593977659,99.7085964060223,0
Democratic Republic of Congo,COD,1996,0,0,0,0.294647241774431,99.7053527582256,0
Democratic Republic of Congo,COD,1997,0,0,0,0.376759865159627,99.6232401348404,0
Democratic Republic of Congo,COD,1998,0,0,0,0.401861252115059,99.5981387478849,0
Democratic Republic of Congo,COD,1999,0,0,0,0.452318130418394,99.5476818695816,0
Democratic Republic of Congo,COD,2000,0,0,0,0.0501504513540622,99.9498495486459,0
Democratic Republic of Congo,COD,2001,0,0,0,0.0838644750083864,99.9161355249916,0
Democratic Republic of Congo,COD,2002,0,0,0,0.131147540983607,99.8688524590164,0
Democratic Republic of Congo,COD,2003,0,0,0,0.113876687815194,99.8861233121848,0
Democratic Republic of Congo,COD,2004,0,0,0,0.113234253361642,99.8867657466384,0
Democratic Republic of Congo,COD,2005,0,0,0,0.0949281258475725,99.9050718741524,0
Democratic Republic of Congo,COD,2006,0,0,0.530292986875249,0.0795439480312873,99.3901630650935,0
Democratic Republic of Congo,COD,2007,0,0,1.01497081958894,0.088809946714032,98.896219233697,0
Democratic Republic of Congo,COD,2008,0,0,1.05974301231951,0.225195390117896,98.7150615975626,0
Democratic Republic of Congo,COD,2009,0,0,1.01858925388337,0.0763941940412529,98.9050165520754,0
Democratic Republic of Congo,COD,2010,0,0,1.01201771030993,0.0759013282732448,98.9120809614168,0
Democratic Republic of Congo,COD,2011,0,0,1.01278642866186,0.101278642866186,98.885934928472,0
Democratic Republic of Congo,COD,2012,0,0,0,0.11823436678928,99.6584340514976,0.223331581713085
Democratic Republic of Congo,COD,2013,0,0,0,0.108985226447082,99.6730443206588,0.217970452894163
Democratic Republic of Congo,COD,2014,0,0,0.0791855203619909,0.0452488687782805,99.7737556561086,0.101809954751131
Democratic Republic of Congo,COD,2015,0,,0.0447327219861329,0.134198165958399,99.7092373070901,0.111831804965332
Denmark,DNK,1960,71.6245487364621,0,0,27.9241877256318,0.451263537906137,0
Denmark,DNK,1961,69.8645598194131,0,0,29.6463506395786,0.489089541008277,0
Denmark,DNK,1962,72.3004694835681,0,0,27.2786142140198,0.420916302412174,0
Denmark,DNK,1963,68.1605351170569,0,0,31.505016722408,0.334448160535117,0
Denmark,DNK,1964,64.8365679264556,0,0,34.844228804903,0.319203268641471,0
Denmark,DNK,1965,63.9726374461616,0,0,35.7106663288574,0.316696224980998,0
Denmark,DNK,1966,51.4107842152827,0,0,48.3281453961241,0.261070388593232,0
Denmark,DNK,1967,61.4375862748965,0,0,38.3159140209032,0.246499704200355,0
Denmark,DNK,1968,54.7287899860918,0,0,45.1089476124247,0.162262401483542,0
Denmark,DNK,1969,38.7789904502046,0,0,61.0959527057753,0.125056844020009,0
Denmark,DNK,1970,31.2075509388734,0,0,68.6725928885338,0.119856172592889,0
Denmark,DNK,1971,18.5942869415808,0,0,81.2768470790378,0.128865979381443,0
Denmark,DNK,1972,18.7518226888306,0,0,81.1315252260134,0.116652085156022,0
Denmark,DNK,1973,35.8002092050209,0,0,64.0742677824268,0.125523012552301,0
Denmark,DNK,1974,30.8528656504398,0,0,69.0160083046495,0.13112604491067,0
Denmark,DNK,1975,34.9485326325011,0,0,64.9200613228209,0.131406044678055,0
Denmark,DNK,1976,46.477156370374,0,0,53.4058218343166,0.117021795309376,0
Denmark,DNK,1977,48.0148658448151,0,0,51.8854242204496,0.0997099347353154,0
Denmark,DNK,1978,55.3923009109609,0,0,44.4803604662553,0.112645704770301,0.0146929180135175
Denmark,DNK,1979,63.1179051151011,0,0,36.7418931753426,0.113065894803491,0.027135814752838
Denmark,DNK,1980,81.8419577806837,0,0,18.0048570894825,0.11208668036615,0.0410984494675883
Denmark,DNK,1981,85.9940292465719,0,0,13.7833324900066,0.166978697566159,0.0556595658553863
Denmark,DNK,1982,91.4524150720728,0,0,8.33684565455618,0.130658349490011,0.0800809238809745
Denmark,DNK,1983,94.981739483295,0,0,4.59443617836692,0.15329816493079,0.270526173407277
Denmark,DNK,1984,95.8318630910374,0,0,3.74470712773465,0.132321806633733,0.291107974594213
Denmark,DNK,1985,93.5629975295086,0,1.00878396925611,5.0267636563272,0.102937139720011,0.298517705188032
Denmark,DNK,1986,92.5153493811519,0,1.80944027547672,5.00600981060975,0.0942078419907092,0.57499269077088
Denmark,DNK,1987,93.8282071280817,0,1.24114076435281,4.03540303163892,0.098341754552545,0.796907321374072
Denmark,DNK,1988,91.0865692910581,0,2.28001425008906,5.18346989668685,0.117563234770217,1.32525828286427
Denmark,DNK,1989,89.0855971743775,0,3.01748571926918,5.35908952165002,0.100292155409236,2.41573278681376
Denmark,DNK,1990,90.6704641675006,0,2.67107997844662,3.39465784004311,0.107766915556924,3.06750827495959
Denmark,DNK,1991,91.5173074291969,0,2.26843617457929,3.14680530852374,0.0684088110548639,2.82391572034478
Denmark,DNK,1992,87.699264753725,0,3.51681957186544,4.01457479341532,0.0910924588457284,4.3073719825623
Denmark,DNK,1993,86.3218932124566,0,4.67710602225231,3.7263789957026,0.0824159651498205,4.64767174898452
Denmark,DNK,1994,82.0395288087141,0,5.61880822120361,7.47449356794322,0.0813248558332101,4.21410616590271
Denmark,DNK,1995,74.4218945535666,0,9.88900375428478,3.87126611894009,0.0816148865553077,4.95402361390718
Denmark,DNK,1996,74.0267253928558,0,10.5987085215184,3.28095255869508,0.0354596692919264,3.84457467059834
Denmark,DNK,1997,64.8899921019971,0,15.299559968408,2.21369739365903,0.04287487306781,6.56662529617511
Denmark,DNK,1998,57.53168097682,0,19.7699024639408,3.39551966531267,0.0656726582832681,9.48118599956218
Denmark,DNK,1999,51.5955806783145,0,23.2682425488181,2.82631038026721,0.0796505652620761,11.1716341212744
Denmark,DNK,2000,46.2458047873963,0,24.3363936426927,1.93603860982442,0.0832108285024824,15.3718137186919
Denmark,DNK,2001,47.228922049352,0,24.5779108908267,2.31917092952371,0.0742134697447587,15.4204988205359
Denmark,DNK,2002,46.4708427724184,0,24.4101102145748,3.68315218774658,0.0814518797566625,17.1990734848678
Denmark,DNK,2003,54.7936604165765,0,21.1406053782531,4.62044775473087,0.045468323734465,17.4446802061231
Denmark,DNK,2004,46.1791472944901,0,24.5845286378475,4.04589969334257,0.0667721832030864,23.4889702245524
Denmark,DNK,2005,42.661259173426,0,24.2233625779396,3.79352204381173,0.0634552778237599,27.0071180268168
Denmark,DNK,2006,53.8598145184276,0,20.611256056653,3.549582337594,0.0504264322202977,20.1223389094736
Denmark,DNK,2007,50.5926340421203,0,17.8985654695289,3.27601994099094,0.071217824804151,26.1394851968664
Denmark,DNK,2008,47.6895346296701,0,19.3412715752676,3.06150316801398,0.0710072099628578,27.5016386279222
Denmark,DNK,2009,48.613363383998,0,18.3354863535168,3.21578759310667,0.0522221916829288,27.6062996454388
Denmark,DNK,2010,43.7599711800731,0,20.3437805568422,1.99166280685503,0.0540373629766867,31.9283618959395
Denmark,DNK,2011,39.6718612506742,0,16.5800902665418,1.28587243464191,0.0482556984302705,40.205512503903
Denmark,DNK,2012,34.3278720562848,0,13.6542783622683,1.31266082538028,0.0553727891599622,48.27204325592
Denmark,DNK,2013,41.1363440117434,0,9.83507469130472,1.01027545117002,0.0374176093025933,45.9229197248367
Denmark,DNK,2014,34.3773303504847,0,6.49080288342033,0.981854337559036,0.046607009694258,55.8538404175988
Denmark,DNK,2015,24.5448578436453,0,6.2735343904377,1.08128648910077,0.0621826095968494,65.443742011262
Dominican Republic,DOM,1971,0,0,0,64.8881239242685,30.7515777395295,4.36029833620195
Dominican Republic,DOM,1972,0,0,0,61.4107883817427,34.1434499110848,4.4457617071725
Dominican Republic,DOM,1973,0,0,0,73.0632235084595,23.5975066785396,3.33926981300089
Dominican Republic,DOM,1974,0,0,0,73.2225300092336,23.1763619575254,3.601108033241
Dominican Republic,DOM,1975,0,0,0,79.2351973684211,17.5575657894737,3.20723684210526
Dominican Republic,DOM,1976,0,0,0,64.5002056766763,32.1266968325792,3.37309749074455
Dominican Republic,DOM,1977,0,0,0,80.8022922636103,16.3323782234957,2.86532951289398
Dominican Republic,DOM,1978,0,0,0,71.3291579679889,25.8872651356994,2.78357689631176
Dominican Republic,DOM,1979,0,0,0,71.4821763602251,25.891181988743,2.6266416510319
Dominican Republic,DOM,1980,0,0,0,80.5709023941068,17.1270718232044,2.30202578268877
Dominican Republic,DOM,1981,0,0,0,56.5138721351025,41.2243667068758,2.26176115802171
Dominican Republic,DOM,1982,0,0,0,68.4354673057172,28.6888052036974,2.87572749058542
Dominican Republic,DOM,1983,0,0,0,69.6978586095629,27.5740686418305,2.72807274860663
Dominican Republic,DOM,1984,0,0,0,65.8795436455293,30.5916688776864,3.52878747678429
Dominican Republic,DOM,1985,13.4610778443114,0,0,57.940119760479,27.4011976047904,1.19760479041916
Dominican Republic,DOM,1986,1.61774901779524,0,0,65.1952854171481,32.0314305523457,1.15553501271089
Dominican Republic,DOM,1987,12.4812352562728,0,0,53.4848809779112,32.9187218528844,1.11516191293159
Dominican Republic,DOM,1988,6.67582417582418,0,0,47.2252747252747,45.3296703296703,0.769230769230769
Dominican Republic,DOM,1989,0.768049155145929,0,0,83.9016897081413,14.5622119815668,0.768049155145929
Dominican Republic,DOM,1990,1.16279069767442,0,0,88.7236343969713,9.43753380205516,0.676041103299081
Dominican Republic,DOM,1991,12.5032092426187,0,0,73.8382541720154,13.0166880616175,0.641848523748395
Dominican Republic,DOM,1992,8.27808636445081,0,0,81.7057874932808,9.55025981006988,0.465866332198531
Dominican Republic,DOM,1993,10.0691201195591,0,0,68.1860638894078,21.0909770222305,0.653838968802541
Dominican Republic,DOM,1994,2.70652750751813,0,0,87.0688130196356,9.42862197063506,0.796037502211215
Dominican Republic,DOM,1995,3.66989227679387,0,0,84.5535877305094,11.0279350009129,0.748584991783823
Dominican Republic,DOM,1996,3.94557823129252,0,0,82.4036281179138,13.0461073318216,0.604686318972033
Dominican Republic,DOM,1997,3.67606412382532,0,0,86.4704256495301,9.19016030956329,0.66334991708126
Dominican Republic,DOM,1998,0,0,0,88.7503569049205,10.9641191586561,0.285523936423337
Dominican Republic,DOM,1999,0,0,0,85.7548932023065,14.0177048647771,0.22740193291643
Dominican Republic,DOM,2000,0,0,0,90.8522163729305,8.90363927672236,0.244144350347143
Dominican Republic,DOM,2001,1.46840584238069,0,0,91.0724049051004,7.20924783253925,0.249941419979692
Dominican Republic,DOM,2002,4.22091858634998,0,0,86.9079982830162,8.69938474746029,0.171698383173558
Dominican Republic,DOM,2003,9.02898449989574,0,7.43726975741989,71.4394939876277,11.9343852088691,0.15986654618753
Dominican Republic,DOM,2004,10.4881266490765,0,5.06266490765172,67.9337071240106,16.3011213720317,0.214379947229551
Dominican Republic,DOM,2005,10.2276108301101,0,6.32252305861351,65.6575423980958,17.6286819398988,0.163641773281761
Dominican Republic,DOM,2006,11.4863931482249,0,9.61458765022793,63.5170603674541,15.2300041442188,0.151954689874292
Dominican Republic,DOM,2007,12.2461210627955,0,13.2982619697676,60.3249650396218,13.9841512951988,0.146500632616368
Dominican Republic,DOM,2008,13.1467232687716,0,13.591138232953,61.6542849562218,11.4619262403821,0.145927301671531
Dominican Republic,DOM,2009,13.9764338444066,0,14.2319704713231,58.7450312322544,12.8904031800114,0.156161272004543
Dominican Republic,DOM,2010,12.2470642871359,0,21.077423207059,54.786704703775,11.7428514562463,0.145956345783852
Dominican Republic,DOM,2011,12.3626885123813,0,20.9334078073605,54.6142866008813,11.7420716191895,0.347545460187426
Dominican Republic,DOM,2012,12.7628674334844,0,22.6966422679215,50.0639014755432,12.9487626350645,1.52782618798652
Dominican Republic,DOM,2013,11.7570286584371,0,22.1436728478982,49.5296100929904,12.7249986404916,3.84468976018272
Dominican Republic,DOM,2014,14.0187974181859,0,22.5965349337561,50.0452949835806,8.96840674895255,4.37096591552486
Dominican Republic,DOM,2015,12.8569106572032,,22.0295822723086,53.4810640949233,6.36614834480143,5.2662946307634
Early-demographic dividend,,1971,31.4263952692239,0.440467868358994,8.10406414983843,25.2373792085568,26.7677837959927,0.211043337235376
Early-demographic dividend,,1972,31.3040908686615,0.387084511930808,7.82148534818962,26.2394483257349,26.2300606657851,0.204963908904349
Early-demographic dividend,,1973,30.3133838367975,0.777384373307942,7.88411714603384,26.6737853690251,26.2974737483164,0.240989155725462
Early-demographic dividend,,1974,30.8066249005038,0.990085871955369,7.82785806519483,25.6057982491435,26.6336042259207,0.323162316487999
Early-demographic dividend,,1975,30.3555041732348,1.40824882759424,7.78358824855062,25.5057676488389,26.7770625629632,0.356962168024496
Early-demographic dividend,,1976,30.3990963581715,1.44479579511927,7.57361327043636,24.7364579426411,27.6206601795874,0.412510083250559
Early-demographic dividend,,1977,28.9237561299409,0.912833650701857,8.38099348352248,25.6845669745058,27.8878058852414,0.397177505293833
Early-demographic dividend,,1978,27.7993902341137,1.14604003139314,8.29980186886667,25.8958016115097,28.6896750202443,0.356424863078687
Early-demographic dividend,,1979,27.18955048595,1.00883757989765,9.63079907110754,26.0834734071618,27.780987072438,0.493486012651258
Early-demographic dividend,,1980,27.4746315382345,0.878760588499174,11.373231041607,25.0238713792927,26.7700441601453,0.666594921427503
Early-demographic dividend,,1981,28.591837270921,0.89671042363685,10.812497443255,24.2318505610381,26.9114974942746,0.823020507413478
Early-demographic dividend,,1982,29.3963200386563,0.568155967356879,11.8951642971827,24.1584100063463,25.3055970736867,0.943766317310114
Early-demographic dividend,,1983,29.725396414836,0.944296003142251,11.5841009060777,25.1912234764997,23.7876042190083,1.03479268097508
Early-demographic dividend,,1984,30.4361603090042,1.55038825399277,12.283643026486,23.1807259445998,23.7880859092762,1.02841025717993
Early-demographic dividend,,1985,31.9044986822264,1.82957793437775,12.3335116575738,22.2197440122251,22.9681215547653,1.01195985937062
Early-demographic dividend,,1986,32.2317421672588,2.05910724343186,12.4573616221888,21.3776501637413,23.0658994663046,1.07565303761366
Early-demographic dividend,,1987,32.7259211086648,1.71840972851929,13.0147618202628,21.3226945057635,22.4137603117076,1.07186622562106
Early-demographic dividend,,1988,31.3581257889948,1.97677811795177,13.7373791738637,20.7361920677281,23.3791449418235,1.07979361017712
Early-demographic dividend,,1989,32.2570875231805,1.75508554696736,14.9127127060913,20.0480275065919,22.2155768149869,1.07892360272111
Early-demographic dividend,,1990,32.0718119148109,1.9712201977321,20.566469337811,17.5152832079312,24.6007133518655,1.08774043407113
Early-demographic dividend,,1991,32.4149365568313,2.0069274322065,20.9108616180924,17.3525194152918,24.0562005050104,1.15725502504975
Early-demographic dividend,,1992,32.4034246739152,1.95238676433042,20.7151389668979,17.6345192357671,23.7539460929923,1.17513937335697
Early-demographic dividend,,1993,33.0380186679313,1.72580072679688,21.2543887472838,16.4971620623803,23.8361082231284,1.12523470348778
Early-demographic dividend,,1994,32.8099870802803,1.7848976632297,22.0218456879429,16.2528393530088,23.4830299148371,1.14452710700929
Early-demographic dividend,,1995,33.3078210727288,2.10129968949464,22.6065906091481,15.8041573992545,22.5547059275903,1.1548660405994
Early-demographic dividend,,1996,34.0238717364636,2.06396864390455,22.5916126197474,15.7197588636416,22.0208839233017,1.10416594257421
Early-demographic dividend,,1997,33.8041537163311,2.212561747845,22.7953768045518,16.4056865053916,21.2997847234713,1.09993984884968
